usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Reconocimiento y/o Vulnerabilidades,"Reports a scan from a local host against other local hosts. At least 60 hosts were scanned within 10 minutes. This activity was using a protocol other than TCP, UDP, or ICMP.","Apply Local L2L Scanner Detected on events or flows which are detected by the Local system
and when the context is Local to Local
and when the IP protocol is one of the following Uncommon, other
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 59 destination IP within 10 minutes",Integridad de Datos,Recon,Local L2L Scanner Detected
Reconocimiento y/o Vulnerabilidades,Reports a source IP address attempting reconnaissance or suspicious connections on common LDAP ports to more than 60 hosts in 10 minutes.,"Apply Local L2L LDAP Server Scanner on events or flows which are detected by the Local system
and when the context is Local to Local
and when a flow or an event matches any of the following BB:PortDefinition: LDAP Ports
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 59 destination IP within 10 minutes",,Recon,Local L2L LDAP Server Scanner
Reconocimiento y/o Vulnerabilidades,Reports a source IP address attempting reconnaissance or suspicious connections on common IRC server ports to more than 10 hosts in 10 minutes.,"Apply Local L2L IRC Server Scanner on events or flows which are detected by the Local system
and when the context is Local to Local
and when a flow or an event matches any of the following BB:PortDefinition: IRC Ports
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 10 destination IP within 10 minutes
and when the IP protocol is one of the following TCP",,Recon,Local L2L IRC Server Scanner
Reconocimiento y/o Vulnerabilidades,Reports a source IP address attempting reconnaissance or suspicious connections on common FTP ports to more than 30 hosts in 10 minutes.,"Apply Local L2L FTP Scanner on events or flows which are detected by the Local system
and when the context is Local to Local
and when a flow or an event matches any of the following BB:PortDefinition: FTP Ports
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 29 destination IP within 10 minutes",,Recon,Local L2L FTP Scanner
Escaneo a Bases de Datos,Reports a scan from a local host against other local targets. At least 30 hosts were scanned in 10 minutes.,"Apply Local L2L Database Scanner on events or flows which are detected by the Local system
and when the context is Local to Local
and when a flow or an event matches any of the following BB:PortDefinition: Database Ports
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 29 destination IP within 10 minutes",,Recon,Local L2L Database Scanner
Reconocimiento y/o Vulnerabilidades,"If a medium rate flow-based scanning attack is detected, this rule increases the magnitude of the current event.","Apply Increase Magnitude of Medium Rate Scans on events which are detected by the Local system
and when the event(s) were detected by one or more of Flow Classification Engine
and when the event category for the event is one of the following Recon
and when the Event Payload contains Med",,Recon,Increase Magnitude of Medium Rate Scans
Reconocimiento y/o Vulnerabilidades,"If a high rate flow-based scanning attack is detected, this rule increases the magnitude of the current event.","Apply Increase Magnitude of High Rate Scans on events which are detected by the Local system
and when the event(s) were detected by one or more of Flow Classification Engine
and when the event category for the event is one of the following Recon
and when the Event Payload contains High",Cumplimiento,Recon,Increase Magnitude of High Rate Scans
Reconocimiento y/o Vulnerabilidades,Reports when more than 50 ports were scanned from a single source IP address more than 5 times within 3 minutes.,"Apply Host Port Scan Detected by Remote Host on events or flows which are detected by the Local system
and NOT when a flow or an event matches any of the following BB:HostDefinition: Servers
and when the context is Remote to Local, Remote to Remote
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 50 destination port within 3 minutes",Disponibilidad del Sistema,Recon,Host Port Scan Detected by Remote Host
Reconocimiento y/o Vulnerabilidades,"Reports excessive attempts from a remote host, across multiple hosts, to access the firewall and access is denied. More than 40 attempts are detected across at least 40 destination IP addresses in 5 minutes.","Apply Excessive Firewall Denies from Remote Host on events which are detected by the Local system
and when the event context is Remote to Local, Remote to Remote
and when any of these BB:CategoryDefinition: Firewall or ACL Denies with the same source IP more than 40 times, across more than 40 destination IP within 5 minutes",,Recon,Excessive Firewall Denies from Remote Host
Reconocimiento y/o Vulnerabilidades,"Reports excessive attempts from a local host, across multiple hosts, to access the firewall and access is denied. More than 40 attempts are detected across at least 40 destination IP addresses in 5 minutes.","Apply Excessive Firewall Denies from Local Host on events which are detected by the Local system
and when the event context is Local to Local, Local to Remote
and NOT when an event matches any of the following BB:HostDefinition: Proxy Servers, BB:HostReference: Proxy Servers
and when any of these BB:CategoryDefinition: Firewall or ACL Denies with the same source IP more than 40 times, across more than 40 destination IP within 5 minutes",Hacktivismo,Recon,Excessive Firewall Denies from Local Host
Reconocimiento y/o Vulnerabilidades,"Reports an attack against a vulnerable local destination host, where the host is known to exist, and the host is vulnerable to the attack on a different port.","Apply Destination Vulnerable to Detected Exploit on a Different Port on events which are detected by the Local system
and when the event category for the event is one of the following Exploit, Potential Exploit
and when the event context is Local to Local, Remote to Local
and when the destination is vulnerable to current exploit on any port
and NOT when an event matches any of the following Destination Vulnerable to Detected Exploit",Hacktivismo,Intrusion Detection,Destination Vulnerable to Detected Exploit on a Different Port
Reconocimiento y/o Vulnerabilidades,Notifica las anomal\\303\\255as de autenticaci\\303\\263n de un mismo nombre de usuario no existe en el AD,,,Authentication / Recon,DEC: Multiple Login Failures for Single Username (user don\\302\\264t exist) Workdays
Reconocimiento y/o Vulnerabilidades,Notifica las anomal\\303\\255as de autenticaci\\303\\263n de un mismo nombre de usuario no existe en el AD,,,Authentication / Recon,DEC: Multiple Login Failures for Single Username (user don\\302\\264t exist) Weekends
Reconocimiento y/o Vulnerabilidades,Notifica las anomal\\303\\255as de autenticaci\\303\\263n de un mismo nombre de usuario no existe en el AD,,,Authentication / Recon,DEC: Multiple Login Failures for Single Username (user don\\302\\264t exist)
Reconocimiento y/o Vulnerabilidades,Reports a remote host attempting reconnaissance or suspicious connections on common SMB ports to more than 30 hosts in 10 minutes.,,,Recon,BVC: Local SMB Server Scanner
Reconocimiento y/o Vulnerabilidades,Reports a remote host attempting reconnaissance or suspicious connections on common Windows server ports to more than 60 hosts in 10 minutes.,"Apply Remote Windows Server Scanner on events or flows which are detected by the Local system
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 59 destination IP within 10 minutes
and when the context is Remote to Local, Remote to Remote
and when a flow or an event matches any of the following BB:PortDefinition: Windows Ports",Malware,Recon, Remote Windows Server Scanner
Reconocimiento y/o Vulnerabilidades,"Notes
Reports a remote host attempting reconnaissance or suspicious connections on common IRC server ports to more than 10 hosts in 10 minutes.","Apply Remote IRC Server Scanner on events or flows which are detected by the Local system
and when the context is Remote to Local, Remote to Remote
and when a flow or an event matches any of the following BB:PortDefinition: IRC Ports
and when any of these BB:CategoryDefinition: Recon Events, BB:CategoryDefinition: Suspicious Events with the same source IP more than 5 times, across more than 10 destination IP within 10 minutes
and when the IP protocol is one of the following TCP",Malware,Recon, Remote IRC Server Scanner
